,lat,long,id,date,category,location,mode,price,details,description,surface,rooms,baths,park
0,6.259681,-75.58603,MC2658892,2021-09-22,Casa,Los colores,Arriendo,$1.600.000,"['Código inmuebleMC2658892', 'Barrio comúnLos colores', 'AntigüedadEntre 10 y 20 años', 'Área construida105 m²', 'Área privada95 m²', 'Valor arriendo$1.600.000', ' Área construida 105 m²', '4Habitaciones', '3Baños', '4Estrato']","Lacasasepuedeutilizarcomobodega,cuentacon4alcobas,3baños,cocinasencilla,2patios,pisoenbaldosa,reddegasycalentador.",,,,
1,6.209506,-75.59207,12116-M2869639,2021-09-22,Casa,GUAYABAL,Arriendo,$1.600.000,"['Código inmueble12116-M2869639', 'Barrio comúnGUAYABAL', 'AntigüedadEntre 10 y 20 años', 'Área construida65 m²', 'Área privada65 m²', 'Valor arriendo$1.600.000', ' Área construida 65 m²', '2Habitaciones', '2Baños', '4Estrato']","CasaindependienteparausoresidencialenarriendoenelsectordeGuayabal,sectortranquilocercaaelparqueMallorca,Av.80,centrocomercialArkadia,malldelamota,AeropuertoOlayaHerrera,terminaldesur,supermercadosdecadena,restaurantes,facilaccesoaviasprincipales,rutasdetransportepublicoyservicioscomplementarios.Pisoenceramica,salacomedor,estudio,biblioteca,estardetv,2alcobasconbañoenlaprincipal,cocinaintegralabierta,patio,yantejardin.",,,,
2,6.240194,-75.60267,12777-M3030897,2021-09-22,Casa,Laureles,Arriendo,$2.200.000,"['Código inmueble12777-M3030897', 'Barrio comúnLaureles', 'AntigüedadEntre 0 y 5 años', 'Área construida120 m²', 'Área privada120 m²', 'Valor arriendo$2.200.000', ' Área construida 120 m²', '1Habitaciones', '2Baños', '5Estrato']","Arriendacasalocalparaoficinas,laurelessectorSantagema,conbalcon,2cubiculos,3baños,lavatraperoscocinetaconreddegas,pisodeceramica,estrato5,àrea120metros,cercaacasablancadela80.",,,,
3,6.2786074,-75.5524,737-6477,2021-09-22,Casa,MANRIQUE,Arriendo,$2.000.000,"['Código inmueble737-6477', 'Barrio comúnMANRIQUE', 'AntigüedadEntre 0 y 5 años', 'Área construida149 m²', 'Área privada149 m²', 'Valor arriendo$2.000.000', ' Área construida 149 m²', '1Habitaciones', '1Baños', '3Estrato']","Arriendolocalcomercialde150mts2,segundopiso,cercaalaestaciónmetroplusdelasesmeraldas,zonamuytransitadavehicularypeatonal,tienepisoencerámica,cocinetaconreddegas,bañosencillo.ArriendaActivosyBienesinmobiliariaexpertaenadministraciónyarrendamientodeapartamentos,casas,locales,bodegasyoficinasenMedellínytodaeláreaMetropolitana.",,,,
4,6.199094,.,12257-M2871392,2021-09-22,Casa,Poblado,Arriendo,$8.000.000,"['Código inmueble12257-M2871392', 'Barrio comúnPoblado', 'AntigüedadEntre 0 y 5 años', 'Área construida450 m²', 'Área privada450 m²', 'Valor arriendo$8.000.000', 'Parqueaderos4', ' Área construida 450 m²', '4Habitaciones', '4Baños', '6Estrato']","HERMOSACASACONAREAPRIVADADE450MTYCONSTRUIDOS380MT,CUENTACON4ALCOBAS,4BAÑOS,ALCOBADESERVICIO,OFICINA,,TALLER,BALCON,ESTUDIO,COCINAINTEGRAL,ZONADEROPAS,SALACOMEDOR,TERRAZACUBIERTA,PATIO,2CUARTOUTILY4PARQUEADEROSCUBIERTOS.PORTERIA24HORAS,CERCAALTESOROYFACILACCESOCONTRANSPORTEPUBLICO.",,,,
5,6.176468,-75.56478,687-M2335293,2021-09-22,Casa,EL POBLADO,Arriendo,$4.200.000,"['Código inmueble687-M2335293', 'Barrio comúnEL POBLADO', 'AntigüedadMás de 20 años', 'Área construida220 m²', 'Área privada220 m²', 'Valor arriendo$4.200.000', 'Parqueaderos2', ' Área construida 220 m²', '3Habitaciones', '4Baños', '6Estrato']","CasaenunidadcerradaenlapartealtadeSanLucasaunacuadradelcolegioMontesori.Sectormuytranquilo,pocoruidoyfacilacceso.Pisoenmadera,dosniveles,salaycomedorindependientes,estudio,cocinaintegral.3alcobasconbañoencadauna,terrazainternacubierta,jardinyparqueaderosindependientescubiertos.Unidadconparqueinfantil,placapolideportiva,zonasverdes,vigilancia24horas,citofoniaycircuitocerradodetv.",,,,
6,6.251017,-75.561165,4673-33769,2021-09-22,Casa,Boston,Arriendo,$4.500.000,"['Código inmueble4673-33769', 'Barrio comúnBoston', 'AntigüedadEntre 10 y 20 años', 'Área construida170 m²', 'Área privada170 m²', 'Valor arriendo$4.500.000', ' Área construida 170 m²', '5Habitaciones', '4Baños', '3Estrato']","Tenemosparaustedesteexcelenteinmueble.Ubicadoenlacallecaracascongirardot.Muycercadeprofamilialaavenidalaplayaylaavenidaoriental.Susampliosespaciossonmuyadecuadosparadestinacioncomoconsultorios,IPSuoficinas.Nopierdalaoportunidaddevisitaresteinmueble.Lebrindaremoslamejorasesoria.",,,,
7,6.1975393,-75.5684,687-M1358837,2021-09-22,Casa,EL POBLADO,Arriendo,$3.700.000,"['Código inmueble687-M1358837', 'Barrio comúnEL POBLADO', 'AntigüedadEntre 5 y 10 años', 'Área construida340 m²', 'Área privada340 m²', 'Valor arriendo$3.700.000', 'Parqueaderos3', ' Área construida 340 m²', '4Habitaciones', '4Baños', '6Estrato']","Casaensectortranquilo,ampliosespacios,cercaacentroscomerciales,zonabancariayrestaurantes,casaconjacuzziyturcoprivado.",,,,
8,6.2011642,-75.55076,2895-1287125,2021-09-22,Casa,EL TESORO,Arriendo,$4.200.000,"['Código inmueble2895-1287125', 'Barrio comúnEL TESORO', 'AntigüedadEntre 5 y 10 años', 'Área construida242 m²', 'Área privada242 m²', 'Valor arriendo$4.200.000', 'Parqueaderos4', ' Área construida 242 m²', '3Habitaciones', '4Baños', '6Estrato']","COD.14736Preciosacasaenarriendo,conunáreade110metrosaproximadamenteporconfirmarsobreescrituras,sectorLaCaleraenElPoblado,1piso,estrato6.Inmuebleconexcelentedistribucióndesusespacios,dondeencontramoszonasocialdesalaycomedorindependientes,saladeestar,comedorauxiliar,tresalcobas,tresclosets,unvestier,alcobadeservicioconsucorrespondientebañoenchapadoycabinadoenacrílico,tresbañosprivados,elprincipalconjacuzzi",,,,
9,6.214335,-75.55258,687-M2556054,2021-09-22,Casa,EL POBLADO,Arriendo,$13.200.000,"['Código inmueble687-M2556054', 'Barrio comúnEL POBLADO', 'AntigüedadEntre 10 y 20 años', 'Área construida400 m²', 'Área privada400 m²', 'Valor arriendo$13.200.000', 'Parqueaderos4', ' Área construida 400 m²', '3Habitaciones', '5Baños', '6Estrato']","Casaenunidadcerrada.Cuentacontresniveles,pisoenmármolymadera,puertadeseguridad,halldeacceso,salaycomedorindependientes,comedorauxiliar,estudio,estardetv,biblioteca,3alcobasmasservicioconbañoencada,tina,cocinaintegraltipoamericano,balcónyterraza.Parqueaderosindependientescubiertos.Launidadcuentaconzonasverdes,parquesinfantiles,vigilancia24horas,citofoniaycircuitocerradodetv(TAMBIENALAVENTAPOR2.200MILLONES)",,,,
10,6.235416,-75.613205,MC3015055,2021-09-22,Casa,LA VIOLETAS,Arriendo,$900.000,"['Código inmuebleMC3015055', 'Barrio comúnLA VIOLETAS', 'AntigüedadEntre 10 y 20 años', 'Área construida75 m²', 'Área privada75 m²', 'Valor arriendo$900.000', ' Área construida 75 m²', '2Habitaciones', '2Baños', '3Estrato']","Casaubicadaenprimerpiso,conbuenailuminaciónybuenaventilación,conexcelenteaccesoatransporte,zonacomercialalrededor",,,,
11,6.223837,-75.58204,12514-M3035155,2021-09-22,Casa,Santa Fe,Arriendo,$1.350.000,"['Código inmueble12514-M3035155', 'Barrio comúnSanta Fe', 'AntigüedadEntre 0 y 5 años', 'Área construida82 m²', 'Área privada82 m²', 'Valor arriendo$1.350.000', ' Área construida 82 m²', '3Habitaciones', '2Baños', '4Estrato']","AcogedoracasaparaarriendoubicadoenSantafeconcómodosespacios,buenadistribucióneiluminación.Cercaallacasapodrásencontrarelzoológico,avenidasprincipalesyrutasdetransporte.Notequedessinconocerlo,agendatucitaya.",,,,
12,6.2106,-75.56784,4673-29895,2021-09-22,Casa,Lalinde,Arriendo,$12.000.000,"['Código inmueble4673-29895', 'Barrio comúnLalinde', 'AntigüedadMás de 20 años', 'Área construida609 m²', 'Área privada609 m²', 'Valor arriendo$12.000.000', ' Área construida 609 m²', '5Habitaciones', '4Baños', '7Estrato']",PorqueentendemosqueelcentrodelaeconomiasonlosnegociostetenemoslacasacomercialmuyampliaidealparasunegocioconmuchoflujovehicularypeatonalYsihablamosdeespacioselinmuebletienedosnivelessufachadaesenvitrinacercademediosdetransportecomolaestacionPobladoyrutasdebusesprimariasdelaciudadapocosminutosdesucursalesdebancosalmacendecadenaCarullayparqueElPobladoAsualrededorhaymuchadiversidadderestaurantescentrocomercialMonterreyhotelesbarrestaurantesycentrosmedicosEndefinitivaesunaexcelenteubicacionenunpuntomuyestrategicoeimportantedelaciudadsobreviaprincipalcalle10ayadoscuadrasdelaAvenidaElPobladoLlegadaasequibledesdecualquierlugardelaciudad,,,,
13,6.2677293,-75.59444,10280-M3075003,2021-09-22,Casa,Los Colores,Arriendo,$2.500.000,"['Código inmueble10280-M3075003', 'Barrio comúnLos Colores', 'AntigüedadEntre 0 y 5 años', 'Área construida110 m²', 'Área privada110 m²', 'Valor arriendo$2.500.000', 'Parqueaderos1', ' Área construida 110 m²', '3Habitaciones', '3Baños', '5Estrato']","ArriendocasaenLosColorescon110m2aprox,3alcobas,3baños,2closet,salacomedor,star,patio,cocinaintegral,garaje,reddegas,calentador,pisoenmadera.",,,,
14,6.22354,-75.58328,11397-M3074051,2021-09-22,Casa,Guayabal,Arriendo,$1.500.000,"['Código inmueble11397-M3074051', 'Barrio comúnGuayabal', 'AntigüedadEntre 10 y 20 años', 'Área construida128 m²', 'Área privada128 m²', 'Valor arriendo$1.500.000', ' Área construida 128 m²', '3Habitaciones', '2Baños', '4Estrato']",SEARRIENDACASAENSANTAFEGUAYABALSectorresidencialmuytranquiloconexcelentesrutasdeaccesoydetransporte128metrosaproximadamentedistribuidosen3habitaciones2baoscabinadoscocinaintegralreddegassalacomedorzonaderopas3patiosARRENDAMIENTOSLASAMERICASSEDEPOBLADO,,,,
15,6.2292304,-75.59806,2511-463,2021-09-22,Casa,Belen Rosales,Arriendo,$3.500.000,"['Código inmueble2511-463', 'Barrio comúnBelen Rosales', 'AntigüedadMás de 20 años', 'Área construida220 m²', 'Área privada220 m²', 'Valor arriendo$3.500.000', ' Área construida 220 m²', '2Habitaciones', '2Baños', '4Estrato']","Casaconbuenosespaciosyacabados,muyiluminadayventilada.Cuentaconbuenasrutasdetransporteyvíasdeacceso.Graciasporsuinterésenunodenuestrosinmuebles,RASKCIELOSTieneparaustedmásofertasinmobiliarias,contáctenosatravésdenuestroPBXqueaparecealiniciodenuestrapublicación,unodenuestrosasesoresleatenderáyacompañaráensubúsqueda.",,,,
16,6.2131367,-75.57212,2895-1336083,2021-09-22,Casa,MANILA,Arriendo,$2.600.000,"['Código inmueble2895-1336083', 'Barrio comúnMANILA', 'AntigüedadEntre 5 y 10 años', 'Área construida110 m²', 'Área privada110 m²', 'Valor arriendo$2.600.000', ' Área construida 110 m²', '4Habitaciones', '1Baños', '5Estrato']","COD.14566Ampliacasabifamiliarenarriendo,conunáreade110metrosaproximadamenteporconfirmarsobreescrituras,enElPobladoManila,1piso,estrato5.Encontramosensusespacios,zonasocialdesalaycomedorindependientes,cuatroalcobasconclosetcadauna,unbañosocialyunbañodeservicioenchapadosycabinadosenacrílicofuncionalcocinasemiintegralmixtaconhorno,anaquelesinferioresysuperiores,reddegas,soláriumyjardines.Pisoenbaldosa,pin",,,,
17,6.26092,-75.59679,11166-M3058993,2021-09-22,Casa,Calasanz,Arriendo,$2.000.000,"['Código inmueble11166-M3058993', 'Barrio comúnCalasanz', 'AntigüedadMás de 20 años', 'Área construida120 m²', 'Área privada120 m²', 'Valor arriendo$2.000.000', ' Área construida 120 m²', '4Habitaciones', '3Baños', '5Estrato']",CasaenarriendoparaviviendaocomercioprecionegociableubicadaenelsectordeCalazansdistribuidoencuatrohabitacionestresbaosdosclosetcocinasemiintegralreddegassalacomedorhallzonaderopapatioterrazaconpisoenmaderayceramicacitofono,,,,
18,6.241791,-75.59671,2511-626,2021-09-22,Casa,Laureles,Arriendo,$2.800.000,"['Código inmueble2511-626', 'Barrio comúnLaureles', 'AntigüedadEntre 0 y 5 años', 'Área construida194 m²', 'Área privada194 m²', 'Valor arriendo$2.800.000', 'Parqueaderos2', ' Área construida 194 m²', '4Habitaciones', '2Baños', '4Estrato']","Casaconbuenosespaciosyacabados,muyiluminadayventilada.Cuentaconbuenasrutasdetransporteyvíasdeacceso.Graciasporsuinterésenunodenuestrosinmuebles,RASKCIELOSTieneparaustedmásofertasinmobiliarias,contáctenosatravésdenuestroPBXqueaparecealiniciodenuestrapublicación,unodenuestrosasesoresleatenderáyacompañaráensubúsqueda.",,,,
19,6.2268305,-75.56144,2264-45164,2021-09-22,Casa,LOMA DEL INDIO,Arriendo,$2.000.000,"['Código inmueble2264-45164', 'Barrio comúnLOMA DEL INDIO', 'AntigüedadEntre 10 y 20 años', 'Área construida118 m²', 'Área privada118 m²', 'Valor arriendo$2.000.000', ' Área construida 118 m²', '3Habitaciones', '2Baños', '4Estrato']",CASAenalquilerenLOMADELINDIOEstacasacuentaconampliosespaciosabiertosqueinvitanacompartiresidealparafamiliasgrandesquedeseentenercomodidadydiversidadenelhogar.Seencuentraubicadaenlazonadelomadelindioconfacilidaddeaccesoatransportepublicocolegiouniversidadcentrocomercialparroquiaclinicauhospitalsupermercadogimnasiorestauranteentidadbancariafacilaccesoaviasprincipales.concercaniaalomadelindioav.laspalmasBanos2Calentado,,,,
20,6.247732,-75.60105,2364-D14303,2021-09-22,Casa,Laureles,Arriendo,$5.000.000,"['Código inmueble2364-D14303', 'Barrio comúnLaureles', 'AntigüedadEntre 10 y 20 años', 'Área construida280 m²', 'Área privada280 m²', 'Valor arriendo$5.000.000', 'Parqueaderos1', ' Área construida 280 m²', '2Habitaciones', '2Baños', '5Estrato']",CasaenarriendoubicadaenMedellinsectorLaureles.,,,,
21,6.216775,,687-M2218371,2021-09-22,Casa,"y Arriendo, Poblado",Venta y Arriendo,$795.000.000,"['Código inmueble687-M2218371', 'Barrio comúnpoblado', 'Precio$795.000.000', 'AntigüedadEntre 10 y 20 años', 'Área construida260 m²', 'Área privada260 m²', 'Valor arriendo$4.000.000', 'Valor administración$425.000', 'Parqueaderos2', ' Área construida 260 m²', '4Habitaciones', '4Baños', '6Estrato']","CasaenunidadcerradaenelsectorAltosdelPoblado,facilaccesodesdelasPalmas.CercaalaiglesiadelPadreMarianitoyalRestauranteChuscalito.Cuentacontresniveles,pisoenceramica,halldeacceso,salacomedor,estudio,estardetv.4alcobasconbañoenlaprincipal,cocinaintegralabiertatipoamericano,balconenalcobas,terrazaenprimerytercernivel.Parqueaderosindependientescubiertos.Piscinaclimatizada,salonsocial,parqueparaniños,vigilancia24horas,citofoniaycircuitocerradodetv..",,,,
22,6.2345066,-75.59141,2364-D15353,2021-09-22,Casa,Malibu,Arriendo,$3.500.000,"['Código inmueble2364-D15353', 'Barrio comúnMalibu', 'AntigüedadEntre 5 y 10 años', 'Área construida202 m²', 'Área privada202 m²', 'Valor arriendo$3.500.000', 'Parqueaderos1', ' Área construida 202 m²', '4Habitaciones', '3Baños', '5Estrato']",CasaenarriendoubicadaenMedellinsectorBelen.,,,,
23,6.283092,-75.598656,11395-a760,2021-09-22,Casa,Robledo,Arriendo,$790.000,"['Código inmueble11395-a760', 'Barrio comúnRobledo', 'AntigüedadEntre 10 y 20 años', 'Área construida63 m²', 'Área privada63 m²', 'Valor arriendo$790.000', ' Área construida 63 m²', '3Habitaciones', '1Baños', '3Estrato']","CasaenArriendoROBLEDOCLARODEROBLEDALESMedellinZonaunoCentroArriendocomodacasaenunidadcerradaconbuentransportepublico,zonasverdes,colegioscerca,CARACTERISTICASSALACOMEDORtresALCOBASCLOSETPATIOunoBAÑOCABINADOCOCINASEMINTEGRALREDDEGASPARQUEADEROPISOENCERAMICAunoPISOCódigodelInmuebleEspaciourbanoCódigoparticulardelanuncianteNORTE",,,,
24,6.23859,-75.55524,11166-M3060627,2021-09-22,Casa,Buenos Aires,Arriendo,$1.500.000,"['Código inmueble11166-M3060627', 'Barrio comúnBuenos Aires', 'AntigüedadEntre 10 y 20 años', 'Área construida120 m²', 'Área privada120 m²', 'Valor arriendo$1.500.000', ' Área construida 120 m²', '5Habitaciones', '3Baños', '3Estrato']",DisponibleenarriendosectorBuenosAiresconstade5alcobas3baos3closetsvestiercocinaintegralsalacomedorbarraamericanazonaderopasdosbalconespisosceramicaubicadoa4cuadrasdelColegioOzanam,,,,
25,6.2551,-75.58474,11166-M3040458,2021-09-22,Casa,Suramericana,Arriendo,$3.500.000,"['Código inmueble11166-M3040458', 'Barrio comúnSuramericana', 'AntigüedadEntre 10 y 20 años', 'Área construida250 m²', 'Área privada250 m²', 'Valor arriendo$3.500.000', ' Área construida 250 m²', '5Habitaciones', '5Baños', '5Estrato']",CasaenarriendoparacomercioyviviendaubicadaenelsectordesuramericanaconstadediezhabitacionesseisbaoscuatroclosetcocinasencillareddegassalacomedorpatiozonaderopabalconpisoenbaldosacercaalexitodeColombia,,,,
26,6.240234,-75.59242,497-13381,2021-09-22,Casa,LAURELES,Arriendo,$1.700.000,"['Código inmueble497-13381', 'Barrio comúnLAURELES', 'AntigüedadMás de 20 años', 'Área construida100 m²', 'Área privada100 m²', 'Valor arriendo$1.700.000', ' Área construida 100 m²', '3Habitaciones', '2Baños', '5Estrato']","SearriendacasaesquineraubicadaenMedellín,sectorLaureles,cercaalaUPB,avenidaNutibara,acabadosclásicosenperfectascondiciones,conexcelenteubicación,iluminada,ventilada,disponibleparausocomercialoficina,consultorio.",,,,
27,6.1962433,-75.568344,737-7298,2021-09-22,Casa,EL POBLADO,Arriendo,$7.350.000,"['Código inmueble737-7298', 'Barrio comúnEL POBLADO', 'AntigüedadEntre 0 y 5 años', 'Área construida42129 m²', 'Área privada42129 m²', 'Valor arriendo$7.350.000', 'Parqueaderos3', ' Área construida 42129 m²', '4Habitaciones', '4Baños', '6Estrato']","ArriendoCasaUnifamiliarenelPoblado,enelPrimerNivelCuentaconSala,ComedorconpisoenMármol,PatioconQuiosco,CocinaIntegralconMesónenGranitoNegro,CajonesenMadera,Horno,Alacena,PisoenMármol,PatioconLavaderoenGranitoyBaldosa,GarajeCubiertoPara3VehiculosenelSegundoPisoConstadeEstudioconBibliotecaenMaderayBalcón,SalaconPisoenMármol,ChimeneayBalcón,BañoCompletoconDuchaCabinadayLavamanosconMesónenMármol,HabitaciónconArmario,SalaconBalcón,BañoSocialconBañera,HabitaciónconClóset,BarconCajonesenMadera,elTercerNiveltienehabitaciónPrincipalconArmarioAmplio,BañoconJacuzziyLavamanosDobleconMesónenMármol.",,,,
28,6.192885,,10842-M2821044,2021-09-22,Casa,EL POBLADO EL TESORO,Arriendo,$6.500.000,"['Código inmueble10842-M2821044', 'Barrio comúnEL POBLADO EL TESORO', 'AntigüedadEntre 5 y 10 años', 'Área construida320 m²', 'Área privada320 m²', 'Valor arriendo$6.500.000', 'Parqueaderos2', ' Área construida 320 m²', '3Habitaciones', '4Baños', '6Estrato']","HermosaCasaenconjuntoCerrado3alcobas,4baños,estudioyparqueaderodoble.Launidadcuentaconseguridad24horas,piscina,salonsocialyzonasVerdesLaubicaciónesideal,fácilaccesoaviasprincipales,transportepublico,centroscomercialesylugaresdeesparcimiento",,,,
29,6.236822,-75.59873,4660-10004085,2021-09-22,Casa,BELEN MIRAVALLE,Arriendo,$1.800.000,"['Código inmueble4660-10004085', 'Barrio comúnBELEN MIRAVALLE', 'AntigüedadEntre 10 y 20 años', 'Área construida100 m²', 'Área privada0 m²', 'Valor arriendo$1.800.000', ' Área construida 100 m²', '3Habitaciones', '2Baños', '4Estrato']","CasaenarriendoBelénMiravalle,MedellínAntioquia,Estacasacomercialesidealparaoficinas,estaubicadoenunprimerpiso,cuentaconunáreade100m2,3habitaciones,2baños,1patio,pisoencerámica,sala,comedor,cocinaintegral.Cercaalaavenida80,CentrocomerciallosMolinos,Excelentesrutasdeacceso.Sideseasmasinformacióncongustoteatenderemosyteayudaremosaencontrarelespacioquedeseas.",,,,
30,6.22515,,11166-M3033366,2021-09-22,Casa,Bela©N San Bernardo,Arriendo,$1.550.000,"['Código inmueble11166-M3033366', 'Barrio comúnBela©N San Bernardo', 'AntigüedadEntre 5 y 10 años', 'Área construida80 m²', 'Área privada80 m²', 'Valor arriendo$1.550.000', ' Área construida 80 m²', '3Habitaciones', '2Baños', '4Estrato']",ApartamentoparaarriendosectorbelensanBernardoconstade3alcobas2baos2closetcalentadoragas1Vestiercocinaintegralpisoenporcelanatosaloncomedor,,,,
31,6.17868,,5136-M2892299,2021-09-22,Casa,Poblado,Arriendo,$9.500.000,"['Código inmueble5136-M2892299', 'Barrio comúnPoblado', 'AntigüedadEntre 10 y 20 años', 'Área construida380 m²', 'Área privada380 m²', 'Valor arriendo$9.500.000', 'Parqueaderos2', ' Área construida 380 m²', '3Habitaciones', '4Baños', '6Estrato']",CasaindependienteubicadacercaaIndianaMallAmpliosespacioscampestresparacompartirenfamiliaydelanaturalezatresalcobasdosdeestasconbaoprivadobaosocialSaloncomedorindependienteyterrazaAdicionalcuentaconaguadePozoyEpmCodigoAbadFaciolinceCASunoochonuevesiete,,,,
32,6.2796035,-75.56052,2895-1252035,2021-09-22,Casa,ARANJUEZ,Arriendo,$1.200.000,"['Código inmueble2895-1252035', 'Barrio comúnARANJUEZ', 'AntigüedadEntre 5 y 10 años', 'Área construida120 m²', 'Área privada120 m²', 'Valor arriendo$1.200.000', ' Área construida 120 m²', '4Habitaciones', '1Baños', '3Estrato']","Tradicionalcasabifamiliarenarriendo,conunáreade120metrosaproximadamenteporconfirmarsobreescrituras,sectorAranjuez,2piso,estrato3.Ensusampliosespaciosencontramoszonasocialdesalaycomedorindependientes,cuatroalcobas.tresclosets,saladeestar,unbañosocialenchapadoycabinadoenacrílicofuncionalcocinaintegralconextractor,anaquelesinferioresysuperiores,reddegas,zonaderopasindependienteypatio.Pisoencerámica,pinturaenexce",,,,
33,6.30358,-75.56996,11166-M3061798,2021-09-22,Casa,Pedregal,Arriendo,$650.000,"['Código inmueble11166-M3061798', 'Barrio comúnPedregal', 'AntigüedadEntre 5 y 10 años', 'Área construida69 m²', 'Área privada69 m²', 'Valor arriendo$650.000', ' Área construida 69 m²', '2Habitaciones', '1Baños', '3Estrato']",DisponibleparaArriendosectorPedregalconstade2Alcobas1BaoCocinaSencillaGasNaturalSalaComedorBalconZonaDeRopasPisosCeramicaMuyBuenaUbicacionCercaalSenadePedregal,,,,
34,6.2334,-75.59493,11166-M3058889,2021-09-22,Casa,Rosales,Arriendo,$3.500.000,"['Código inmueble11166-M3058889', 'Barrio comúnRosales', 'AntigüedadEntre 10 y 20 años', 'Área construida160 m²', 'Área privada160 m²', 'Valor arriendo$3.500.000', ' Área construida 160 m²', '5Habitaciones', '3Baños', '4Estrato']",Constade6alcobas3closet3baoscocinasemiintegralreddegassalacomedorpisoenbaldosaventanalzonaderopaspatioygarajeCercadelParqueBelen,,,,
35,6.237911,-75.6091,2264-43818,2021-09-22,Casa,LA CASTELLANA,Arriendo,$1.800.000,"['Código inmueble2264-43818', 'Barrio comúnLA CASTELLANA', 'AntigüedadEntre 10 y 20 años', 'Área construida107 m²', 'Área privada107 m²', 'Valor arriendo$1.800.000', 'Valor administración$30.000', ' Área construida 107 m²', '3Habitaciones', '2Baños', '5Estrato']",CASAenalquilerenLACASTELLANAEstacasacuentaconampliosespaciosabiertosqueinvitanacompartiresidealparafamiliasgrandesquedeseentenercomodidadydiversidadenelhogar.Seencuentraubicadaenlazonadelacastellanaconfacilidaddeaccesoalaav80laiglesiadesantagemalavilladelaburraelCClosmolinoszonasderestaurantescomidascajerosBancolombiapermitiendoteasiestarcercadetodoloquenecesitas.concercaniaaCAIDELACASTELLANABanos2Closets4,,,,
36,6.211662,-75.55187,687-M2385774,2021-09-22,Casa,EL POBLADO,Arriendo,$6.800.000,"['Código inmueble687-M2385774', 'Barrio comúnEL POBLADO', 'AntigüedadMás de 20 años', 'Área construida290 m²', 'Área privada290 m²', 'Valor arriendo$6.800.000', 'Parqueaderos3', ' Área construida 290 m²', '5Habitaciones', '4Baños', '5Estrato']","CasaenunidadcerradaenaltosdelpobladomuycercaalCes,facilaccesohacialaSuperior.Entornomuytranquiloydepocoflujovehicular.Pisoenmarmolymadera,puertadeseguridad,tresniveles,salaycomedorindependientes,espaciossocialesamplios,estudio,estardetvycocinaintegral.5alcobasconbañoencadauna,balconenalcoba,terrazatraseraconjardinyparqueaderosindependientescubiertos.Unidadconparqueinfantil,zonasverdes,vigilancia24horas,citofoniaycircuitocerradodetv",,,,
37,6.24764,-75.56582,11392-M3065425,2021-09-22,Casa,Los Colores,Arriendo,$5.000.000,"['Código inmueble11392-M3065425', 'Barrio comúnLos Colores', 'AntigüedadEntre 10 y 20 años', 'Área construida270 m²', 'Área privada270 m²', 'Valor arriendo$5.000.000', 'Parqueaderos1', ' Área construida 270 m²', '5Habitaciones', '4Baños', '5Estrato']",Casaenarriendoubicadaenelsectorloscoloresparacualquiertipodenegocioconstadesalasalacomedorysaladeestudiopisoenbaldosa3patios2balconescocinasemiintegralreddegas3baossencillos7alcobas2sinpuertaysincloset4closet2cuarticosutilsinpuertasirveparawebcam,,,,
38,6.1929893,-75.58273,10842-M2515628,2021-09-22,Casa,Poblado,Arriendo,$8.000.000,"['Código inmueble10842-M2515628', 'Barrio comúnpoblado', 'AntigüedadEntre 10 y 20 años', 'Área construida250 m²', 'Área privada250 m²', 'Valor arriendo$8.000.000', 'Parqueaderos2', ' Área construida 250 m²', '3Habitaciones', '3Baños', '5Estrato']","Casaenexcelenteestado,lacocinaintegralesamplia,elpatiorodeadodenaturalezabrindalaposibilidaddedisfrutardelatranquilidadydepodercompartirbuenosmomentos,losacabadosseencuentranenbuenestado,lacercaníaarutasdetransporte,centroscomercialesyespaciosdeportivosgarantizanunaubicaciónideal.Sibuscauninmueblebienubicadoydegranespacio,esteesunaexcelenteopción.",,,,
39,6.2139707,-75.57298,737-7122,2021-09-22,Casa,Manila,Arriendo,$4.000.000,"['Código inmueble737-7122', 'Barrio comúnManila', 'AntigüedadEntre 0 y 5 años', 'Área construida208 m²', 'Área privada208 m²', 'Valor arriendo$4.000.000', 'Parqueaderos1', ' Área construida 208 m²', '5Habitaciones', '5Baños', '4Estrato']","ArriendoCasalocalconexcelenteubicaciónyfácilaccesodetransporte,cercaalmetrodelpoblado,5alcobas,5baños,5closets,cocinasemiintegralconreddegas,2patios,calentador,garaje.ArriendaActivosyBienes,inmobiliariaexpertaenadministraciónyarrendamientodecasas,apartamentos,locales,bodegasyoficinasenelorienteantioqueño,Medellínytodaeláreametropolitana.",,,,
40,6.2439322,-75.601105,12255-M2853295,2021-09-22,Casa,LAURELES,Arriendo,$5.500.000,"['Código inmueble12255-M2853295', 'Barrio comúnLAURELES', 'AntigüedadEntre 10 y 20 años', 'Área construida400 m²', 'Área privada400 m²', 'Valor arriendo$5.500.000', 'Parqueaderos1', ' Área construida 400 m²', '5Habitaciones', '3Baños', '5Estrato']","CASAENARRIENDOLAURELESMEDELLIN,Primerpiso,área400mt2,6habitacionesyoespacios,3baños,cocinasemiintegral,zonaderopas,patio,reddegas.",,,,
